node_id,aar,sesong,del,oppgavenummer,url
integrere-potens-og-eksponentialuttrykk,2026,vår,1,1a,
beregne-bestemt-integral,2026,vår,1,1a,
integrere-ved-a-gjenkjenne-monster,2026,vår,1,1b,
bestemme-funksjon-fra-derivert-og-punkt,2026,vår,1,2a,
beregne-areal-mellom-to-grafer,2026,vår,1,2b,
sette-opp-og-summere-aritmetisk-rekke,2026,vår,1,3a,
summere-uendelig-geometrisk-rekke-praktisk,2026,vår,1,3b,
bruke-formler-forventningsverdi-varians-antall-suksesser,2026,vår,1,4a,
beslutning-basert-pa-forventningsverdi,2026,vår,1,4b,
beregne-sannsynlighet-normalfordelt-variabel,2026,vår,1,5a,
forklare-hvorfor-enkeltobservasjon-ikke-beviser-pastand,2026,vår,1,5b,
formulere-hypotesetest,2026,vår,1,5c,
gjennomfore-hypotesetest-gjennomsnitt,2026,vår,1,5d,
sammenligne-kostnad-inntekt-grafer,2026,vår,1,6a,
sammenligne-kostnad-inntekt-grafer,2026,vår,1,6b,
finne-laveste-enhetskostnad-fra-graf,2026,vår,1,6c,
rekonstruere-funksjonsuttrykk-fra-graf,2026,vår,1,6d,
lese-tolke-python-kode-simulering,2026,vår,1,7a,
vurdere-effekt-flere-simuleringer,2026,vår,1,7b,
vurdere-effekt-endret-parameter-simulering,2026,vår,1,7c,
derivere-og-tolke-eksponentiell-modell,2026,vår,2,1a,
sammenligne-vekstfart-to-modeller,2026,vår,2,1b,
sparing-periodiske-innskudd-rentesrente,2026,vår,2,2a,
annuitetslan-bestemme-rente,2026,vår,2,2b,
bestemme-hoyeste-inntekt-fra-ettersporsel,2026,vår,2,3a,
modellere-kostnadsfunksjon-fra-tabell,2026,vår,2,3b,
bestemme-storst-overskudd-derivasjon,2026,vår,2,3b,
vurdere-trend-og-prognose-salg,2026,vår,2,3c,
programmere-rekursiv-folge,2026,vår,2,4a,
konvergens-rekursiv-folge,2026,vår,2,4b,
integrere-med-delvis-integrasjon,2025,høst,1,1,
bestemme-sum-aritmetisk-rekke,2025,høst,1,2a,
bestemme-konvergensomrade-uendelig-rekke,2025,høst,1,2b,
summere-uendelig-geometrisk-rekke-praktisk,2025,høst,1,2c,
velge-riktig-integraluttrykk-for-areal,2025,høst,1,3a,
beregne-areal-mellom-graf-og-x-akse,2025,høst,1,3b,
resonnere-om-losninger-integrallikning,2025,høst,1,3c,
sette-opp-sannsynlighetsfordeling,2025,høst,1,4a,
beregne-forventningsverdi-og-tolke,2025,høst,1,4b,
beregne-varians,2025,høst,1,4c,
identifisere-riktig-fordeling-fra-graf,2025,høst,1,5a,
identifisere-riktig-fordeling-fra-graf,2025,høst,1,5b,
tilpasse-logistisk-modell-fra-tabell,2025,høst,2,1a,
finne-sterkest-vekst-logistisk-modell,2025,høst,2,1b,
lose-likning-med-bestemt-integral,2025,høst,2,1c,
tolke-grensekostnad-praktisk,2025,høst,2,2a,
minimere-gjennomsnittskostnad,2025,høst,2,2b,
finne-overskuddsintervall,2025,høst,2,2c,
gjennomfore-hypotesetest-andel,2025,høst,2,3a,
bestemme-minste-utvalg-for-konfidensniva,2025,høst,2,3b,
annuitetslan-oppsett,2025,høst,2,4a,
annuitetslan-bestemme-rente,2025,høst,2,4b,
sammenligne-totale-renter-lan,2025,høst,2,4c,
beskrive-rekursiv-sammenheng-fra-data,2025,høst,2,5,
bruke-program-til-a-finne-tidspunkt,2025,høst,2,5,
beregne-forventningsverdi-med-uendelig-rekke,2025,høst,2,6a,
simulere-forventningsverdi-digitalt,2025,høst,2,6b,
