id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
folge-og-rekke-begrep,begrep,Rekker,Følge og rekke,"Eleven vet hva en tallfølge er (en ordnet liste med ledd a1, a2, a3, …), hva en rekke er (summen av leddene i en følge), og hva delsummen S_n (summen av de n første leddene) betyr.",,del1,
aritmetisk-rekke-begrep,begrep,Rekker,Aritmetisk rekke,"Eleven vet at en aritmetisk rekke har konstant differanse d mellom påfølgende ledd, kjenner leddformelen a_n = a_1 + (n−1)d, og summeformelen S_n = n/2·(a_1 + a_n) = n/2·(2a_1 + (n−1)d).",folge-og-rekke-begrep,del1,
geometrisk-rekke-begrep,begrep,Rekker,Geometrisk rekke,"Eleven vet at en geometrisk rekke har konstant kvotient k mellom påfølgende ledd, kjenner leddformelen a_n = a_1·k^(n−1), og summeformelen for en endelig geometrisk rekke S_n = a_1·(1 − k^n)/(1 − k) for k ≠ 1.",folge-og-rekke-begrep,del1,
uendelig-geometrisk-rekke-begrep,begrep,Rekker,Uendelig geometrisk rekke og konvergens,"Eleven vet at en uendelig geometrisk rekke konvergerer (har en endelig sum) hvis og bare hvis |k| < 1, og at summen da er S = a_1/(1 − k).",geometrisk-rekke-begrep,del1,
sette-opp-og-summere-aritmetisk-rekke,ferdighet,Rekker,Sette opp og summere en aritmetisk rekke fra en praktisk situasjon,"Eleven kan, ut fra en tekstbeskrivelse av en praktisk situasjon med konstant tilvekst eller reduksjon (f.eks. avtagende sidelengder i et tårn av plater), sette opp en aritmetisk rekke, bestemme summen, og eventuelt bestemme hvor mange ledd rekken maksimalt kan ha.",aritmetisk-rekke-begrep,del1,"Gi eleven en tekstbeskrivelse av en praktisk situasjon med jevn tilvekst eller reduksjon (f.eks. sidelengder i et byggverk som minker med et fast beløp for hvert nytt ledd), og be dem sette opp den aritmetiske rekken, bestemme summen, og finne det maksimale antallet ledd rekken kan ha før leddene blir urimelige (f.eks. negative)."
bestemme-sum-aritmetisk-rekke,ferdighet,Rekker,Bestemme summen av en gitt aritmetisk rekke,"Eleven kan, gitt en aritmetisk rekke skrevet med de første leddene og siste ledd (f.eks. −3 + 0 + 3 + … + 69), bestemme antall ledd og regne ut summen, for hånd.",aritmetisk-rekke-begrep,del1,"Gi eleven en aritmetisk rekke skrevet med de første leddene og siste ledd, og be dem bestemme differansen, antall ledd, og summen av rekken, for hånd."
bestemme-konvergensomrade-uendelig-rekke,ferdighet,Rekker,Bestemme konvergensområdet til en uendelig geometrisk rekke,"Eleven kan, når kvotienten i en uendelig geometrisk rekke er uttrykt ved en variabel x, bestemme hvilke verdier av x som gjør rekken konvergent, ved å løse ulikheten |k(x)| < 1.",uendelig-geometrisk-rekke-begrep,del1,"Gi eleven en uendelig geometrisk rekke der kvotienten er et uttrykk med x (f.eks. 5 + 5·(½−x) + 5·(½−x)² + …), og be dem bestemme konvergensområdet ved å løse ulikheten |k(x)| < 1 for hånd."
summere-uendelig-geometrisk-rekke-praktisk,ferdighet,Rekker,Summere en uendelig geometrisk rekke fra en praktisk situasjon,"Eleven kan, ut fra en tekstbeskrivelse av en praktisk situasjon med gjentatt prosentvis reduksjon (f.eks. en ball som spretter stadig lavere, eller arealer som krymper med en fast prosent), sette opp og summere en uendelig geometrisk rekke.",uendelig-geometrisk-rekke-begrep,del1,"Gi eleven en praktisk situasjon der noe gjentas i det uendelige med en fast prosentvis reduksjon for hver gang (f.eks. en ball som spretter opp til en gitt andel av forrige høyde, eller arealer som minker med en fast prosent for hvert nytt ledd), og be dem sette opp og summere den uendelige geometriske rekken som gir totalen."
sparing-periodiske-innskudd-rentesrente,ferdighet,Rekker,Bruke en geometrisk rekke til å beregne sluttverdien av periodisk sparing,"Eleven kan, når et fast beløp settes inn på en konto en gang i året over flere år med en gitt rentesats, sette opp en geometrisk rekke for verdien av hvert innskudd ved slutten av spareperioden, og summere rekken for å finne totalbeløpet på kontoen.",geometrisk-rekke-begrep,del2,"Gi eleven informasjon om et fast årlig innskudd, en rentesats og et antall år, og be dem sette opp en geometrisk rekke som viser verdien av hvert innskudd ved slutten av perioden (medregnet renters rente), og bruke rekken til å regne ut totalbeløpet på kontoen."
annuitetslan-oppsett,ferdighet,Rekker,Sette opp en geometrisk rekke for et annuitetslån,"Eleven kan, ut fra lånebeløp, rentesats og nedbetalingstid, sette opp en geometrisk rekke som viser hva lånet tilsvarer i fremtidig verdi ved slutten av nedbetalingstiden, og bruke denne til å bestemme det årlige terminbeløpet i et annuitetslån.",geometrisk-rekke-begrep,del2,"Gi eleven et lånebeløp, en rentesats og en nedbetalingstid for et annuitetslån med årlige terminbeløp, og be dem sette opp en geometrisk rekke som representerer nedbetalingen, og bruke den til å bestemme terminbeløpet."
