node_id,aar,sesong,del,oppgavenummer,url
derivasjonsregler-potens-sum,2025,høst,1,1a,
derivasjonsregel-kvotient,2025,høst,1,1b,
evaluere-derivert-i-punkt,2025,høst,1,1b,
tolke-fortegn-til-derivert-pa-intervall,2025,høst,1,1c,
lose-logaritmelikning-andregradstype,2025,høst,1,2a,
bestemme-grunntall-i-logaritme,2025,høst,1,2b,
bestemme-grenseverdi-faktorisering,2025,høst,1,3a,
bestemme-parameter-for-grenseverdi-eksisterer,2025,høst,1,3b,
lengde-av-vektor,2025,høst,1,4a,
linje-gjennom-to-punkter-vektorform,2025,høst,1,4b,
avgjore-ortogonalitet,2025,høst,1,4c,
bestemme-topp-bunnpunkt,2025,høst,1,5a,
derivasjonsregel-produkt,2025,høst,1,5a,
halveringsmetoden-begrep,2025,høst,1,5b,
tolke-python-kode-halveringsmetode,2025,høst,1,5b,
tilpasse-logistisk-modell-fra-datasett,2025,høst,2,1a,
vurdere-gyldighetsomrade-for-modell,2025,høst,2,1a,
praktisk-tolkning-derivert-i-modell,2025,høst,2,1b,
bestemme-tidsintervall-fra-krav-til-vekstfart,2025,høst,2,1c,
avgjore-kontinuitet-i-punkt,2025,høst,2,2a,
avgjore-kontinuitet-i-punkt,2025,høst,2,2b,
logaritmeregler,2025,høst,2,3a,
logaritmeregler,2025,høst,2,3b,
forklare-parameterframstilling-av-linje,2025,høst,2,4a,
bestemme-posisjon-fra-parameterframstilling,2025,høst,2,4b,
banefart-fra-retningsvektor,2025,høst,2,4c,
finne-motepunkt-mellom-baner,2025,høst,2,4d,
bestemme-lengde-av-vektorsum-gitt-vinkel,2025,høst,2,5a,
avgjore-ortogonalitet-abstrakte-vektorer,2025,høst,2,5b,
andrederivert-begrep,2025,høst,2,6a,
egenskaper-omvendt-funksjon-fra-graf,2025,høst,2,6b,
derivasjonsregler-potens-sum,2026,vår,1,1,
derivasjonsregel-kjerneregel,2026,vår,1,1,
lose-eksponentiallikning,2026,vår,1,2a,
derivasjonsregel-produkt,2026,vår,1,2b,
derivasjonsregel-kjerneregel,2026,vår,1,2b,
bestemme-topp-bunnpunkt,2026,vår,1,2c,
evaluere-og-sammenligne-logaritmeuttrykk,2026,vår,1,3a,
logaritmeregler,2026,vår,1,3b,
grenseverdi-mot-uendelig,2026,vår,1,4,
vurdere-pastand-om-asymptoter-kontinuitet,2026,vår,1,5a,
vurdere-pastand-om-omvendt-funksjon,2026,vår,1,5b,
derivere-omvendt-funksjon,2026,vår,1,6,
avgjore-ortogonalitet,2026,vår,1,7a,
bestemme-parameter-for-lik-lengde,2026,vår,1,7b,
uttrykke-vektor-ved-andre-vektorer,2026,vår,1,8a,
vise-parallelle-vektorer,2026,vår,1,8b,
bestemme-lengde-fra-forhold-mellom-parallelle-vektorer,2026,vår,1,8c,
koble-numerisk-derivert-til-python-kode,2026,vår,1,9a,
fullfore-ufullstendig-python-kode,2026,vår,1,9b,
fullfore-ufullstendig-python-kode,2026,vår,1,9c,
tilpasse-logistisk-modell-fra-datasett,2026,vår,2,1a,
tilpasse-logistisk-modell-fra-datasett,2026,vår,2,1b,
finne-maksimal-vekstfart-logistisk-modell,2026,vår,2,1c,
bestemme-tidsintervall-fra-krav-til-vekstfart,2026,vår,2,1d,
banefart-fra-retningsvektor,2026,vår,2,2a,
bestemme-posisjon-fra-parameterframstilling,2026,vår,2,2a,
finne-motepunkt-mellom-baner,2026,vår,2,2b,
bestemme-ny-fart-for-a-mote-bevegelig-mal,2026,vår,2,2c,
optimeringsproblem-med-derivasjon,2026,vår,2,3a,
optimeringsproblem-med-derivasjon,2026,vår,2,3b,
avgjore-kontinuitet-i-punkt,2026,vår,2,4a,
avgjore-kontinuitet-i-punkt,2026,vår,2,4b,
bestemme-tangent-gjennom-gitt-punkt,2026,vår,2,5,
